source,destination,distance,avgdelay
planetlab2.unr.edu,planetlab-01.vt.nodes.planet-lab.org,2123.48,81
planetlab1.unr.edu,planetlab-01.vt.nodes.planet-lab.org,2123.48,81
planetlab2.unr.edu,planetlab-01.vt.nodes.planet-lab.org,2123.48,81
planetlab1.cs.ucla.edu,planetlab-01.vt.nodes.planet-lab.org,2132.24,83
planetlab3.ucsd.edu,75-130-96-12.static.oxfr.ma.charter.com,2539.12,88
pl2.cs.unm.edu,planetlab-01.vt.nodes.planet-lab.org,1466.68,93
planetlab2.cs.ucla.edu,75-130-96-12.static.oxfr.ma.charter.com,2562.54,95
planetlab1.cs.ucla.edu,75-130-96-12.static.oxfr.ma.charter.com,2562.54,96
planetlab4.cs.uoregon.edu,planetlab-01.vt.nodes.planet-lab.org,2259.72,99
planetlab2.cs.uoregon.edu,planetlab-01.vt.nodes.planet-lab.org,2259.72,99
planetlab3.cs.uoregon.edu,planetlab-01.vt.nodes.planet-lab.org,2259.72,99
pl1.cs.montana.edu,planetlab-01.vt.nodes.planet-lab.org,1678.85,101
planet3.cc.gt.atl.ga.us,node2.planetlab.mathcs.emory.edu,4.22698,105
planet3.cc.gt.atl.ga.us,node2.planetlab.mathcs.emory.edu,4.22698,105
node1.planetlab.mathcs.emory.edu,planet3.cc.gt.atl.ga.us,4.22698,106
node1.planetlab.mathcs.emory.edu,planet3.cc.gt.atl.ga.us,4.22698,106
planet3.cc.gt.atl.ga.us,node2.planetlab.mathcs.emory.edu,4.22698,107
planet3.cc.gt.atl.ga.us,node2.planetlab.mathcs.emory.edu,4.22698,107
planet3.cc.gt.atl.ga.us,node1.planetlab.mathcs.emory.edu,4.22698,107
planet3.cc.gt.atl.ga.us,node1.planetlab.mathcs.emory.edu,4.22698,107
planetlab2.cs.ucla.edu,planetlab-01.vt.nodes.planet-lab.org,2132.24,108
node1.planetlab.mathcs.emory.edu,planet3.cc.gt.atl.ga.us,4.22698,109
node1.planetlab.mathcs.emory.edu,planet3.cc.gt.atl.ga.us,4.22698,109
node1.planetlab.mathcs.emory.edu,planet3.cc.gt.atl.ga.us,4.22698,110
node1.planetlab.mathcs.emory.edu,planet3.cc.gt.atl.ga.us,4.22698,110
node2.planetlab.mathcs.emory.edu,planet3.cc.gt.atl.ga.us,4.22698,110
node2.planetlab.mathcs.emory.edu,planet3.cc.gt.atl.ga.us,4.22698,110
node1.planetlab.mathcs.emory.edu,planet3.cc.gt.atl.ga.us,4.22698,110
node1.planetlab.mathcs.emory.edu,planet3.cc.gt.atl.ga.us,4.22698,110
node2.planetlab.mathcs.emory.edu,planet3.cc.gt.atl.ga.us,4.22698,110
node2.planetlab.mathcs.emory.edu,planet3.cc.gt.atl.ga.us,4.22698,110
node1.planetlab.mathcs.emory.edu,planet3.cc.gt.atl.ga.us,4.22698,112
node1.planetlab.mathcs.emory.edu,planet3.cc.gt.atl.ga.us,4.22698,112
node2.planetlab.mathcs.emory.edu,planet3.cc.gt.atl.ga.us,4.22698,113
node2.planetlab.mathcs.emory.edu,planet3.cc.gt.atl.ga.us,4.22698,113
node2.planetlab.mathcs.emory.edu,planet3.cc.gt.atl.ga.us,4.22698,113
node2.planetlab.mathcs.emory.edu,planet3.cc.gt.atl.ga.us,4.22698,113
node1.planetlab.mathcs.emory.edu,planet3.cc.gt.atl.ga.us,4.22698,114
planet3.cc.gt.atl.ga.us,node2.planetlab.mathcs.emory.edu,4.22698,114
planet3.cc.gt.atl.ga.us,node2.planetlab.mathcs.emory.edu,4.22698,114
node1.planetlab.mathcs.emory.edu,planet3.cc.gt.atl.ga.us,4.22698,114
planet3.cc.gt.atl.ga.us,node2.planetlab.mathcs.emory.edu,4.22698,115
planet3.cc.gt.atl.ga.us,node2.planetlab.mathcs.emory.edu,4.22698,115
pl1.cs.montana.edu,75-130-96-12.static.oxfr.ma.charter.com,1945.63,116
node2.planetlab.mathcs.emory.edu,planet3.cc.gt.atl.ga.us,4.22698,116
node2.planetlab.mathcs.emory.edu,planet3.cc.gt.atl.ga.us,4.22698,116
planet3.cc.gt.atl.ga.us,node2.planetlab.mathcs.emory.edu,4.22698,117
planet3.cc.gt.atl.ga.us,node2.planetlab.mathcs.emory.edu,4.22698,117
planet3.cc.gt.atl.ga.us,node1.planetlab.mathcs.emory.edu,4.22698,117
planet3.cc.gt.atl.ga.us,node1.planetlab.mathcs.emory.edu,4.22698,117
planet3.cc.gt.atl.ga.us,node1.planetlab.mathcs.emory.edu,4.22698,118
planet3.cc.gt.atl.ga.us,node1.planetlab.mathcs.emory.edu,4.22698,118
planet3.cc.gt.atl.ga.us,node1.planetlab.mathcs.emory.edu,4.22698,119
planet3.cc.gt.atl.ga.us,node1.planetlab.mathcs.emory.edu,4.22698,119
planet3.cc.gt.atl.ga.us,node1.planetlab.mathcs.emory.edu,4.22698,120
planet3.cc.gt.atl.ga.us,node1.planetlab.mathcs.emory.edu,4.22698,120
node2.planetlab.mathcs.emory.edu,planet3.cc.gt.atl.ga.us,4.22698,122
node2.planetlab.mathcs.emory.edu,planet3.cc.gt.atl.ga.us,4.22698,122
planet3.cc.gt.atl.ga.us,node1.planetlab.mathcs.emory.edu,4.22698,122
planet3.cc.gt.atl.ga.us,node1.planetlab.mathcs.emory.edu,4.22698,122
planet3.cc.gt.atl.ga.us,node1.planetlab.mathcs.emory.edu,4.22698,124
planet3.cc.gt.atl.ga.us,node1.planetlab.mathcs.emory.edu,4.22698,124
planet3.cc.gt.atl.ga.us,node2.planetlab.mathcs.emory.edu,4.22698,125
planet3.cc.gt.atl.ga.us,node2.planetlab.mathcs.emory.edu,4.22698,125
planet3.cc.gt.atl.ga.us,node2.planetlab.mathcs.emory.edu,4.22698,125
planet3.cc.gt.atl.ga.us,node2.planetlab.mathcs.emory.edu,4.22698,125
planet3.cc.gt.atl.ga.us,node1.planetlab.mathcs.emory.edu,4.22698,125
planet3.cc.gt.atl.ga.us,node1.planetlab.mathcs.emory.edu,4.22698,125
planet3.cc.gt.atl.ga.us,node1.planetlab.mathcs.emory.edu,4.22698,128
planet3.cc.gt.atl.ga.us,node1.planetlab.mathcs.emory.edu,4.22698,128
planet3.cc.gt.atl.ga.us,node2.planetlab.mathcs.emory.edu,4.22698,131
planet3.cc.gt.atl.ga.us,node2.planetlab.mathcs.emory.edu,4.22698,131
planet3.cc.gt.atl.ga.us,node2.planetlab.mathcs.emory.edu,4.22698,132
planet3.cc.gt.atl.ga.us,node2.planetlab.mathcs.emory.edu,4.22698,132
planet3.cc.gt.atl.ga.us,node1.planetlab.mathcs.emory.edu,4.22698,132
planet3.cc.gt.atl.ga.us,node1.planetlab.mathcs.emory.edu,4.22698,132
planet3.cc.gt.atl.ga.us,node2.planetlab.mathcs.emory.edu,4.22698,135
planet3.cc.gt.atl.ga.us,node2.planetlab.mathcs.emory.edu,4.22698,135
planet3.cc.gt.atl.ga.us,node1.planetlab.mathcs.emory.edu,4.22698,136
planet3.cc.gt.atl.ga.us,node1.planetlab.mathcs.emory.edu,4.22698,136
planetlabone.ccs.neu.edu,75-130-96-12.static.oxfr.ma.charter.com,40.3915,137
planetlabone.ccs.neu.edu,75-130-96-12.static.oxfr.ma.charter.com,40.3915,137
planet3.cc.gt.atl.ga.us,node2.planetlab.mathcs.emory.edu,4.22698,138
planet3.cc.gt.atl.ga.us,node2.planetlab.mathcs.emory.edu,4.22698,138
planetlabone.ccs.neu.edu,75-130-96-12.static.oxfr.ma.charter.com,40.3915,138
planetlabone.ccs.neu.edu,75-130-96-12.static.oxfr.ma.charter.com,40.3915,141
planetlabtwo.ccs.neu.edu,planetlab1.cs.uml.edu,24.7867,143
planetlabone.ccs.neu.edu,planetlab1.cs.uml.edu,24.7867,144
planetlabtwo.ccs.neu.edu,planetlab1.cs.uml.edu,24.7867,146
planetlabone.ccs.neu.edu,planetlab1.cs.uml.edu,24.7867,147
planetlabtwo.ccs.neu.edu,75-130-96-12.static.oxfr.ma.charter.com,40.3915,147
planetlabtwo.ccs.neu.edu,planetlab1.cs.uml.edu,24.7867,147
75-130-96-12.static.oxfr.ma.charter.com,planetlabtwo.ccs.neu.edu,40.3915,147
planetlabone.ccs.neu.edu,75-130-96-12.static.oxfr.ma.charter.com,40.3915,148
planetlabtwo.ccs.neu.edu,75-130-96-12.static.oxfr.ma.charter.com,40.3915,149
planetlabtwo.ccs.neu.edu,75-130-96-12.static.oxfr.ma.charter.com,40.3915,149
planetlabtwo.ccs.neu.edu,planetlab1.cs.uml.edu,24.7867,150
planetlabtwo.ccs.neu.edu,planetlab1.cs.uml.edu,24.7867,150
75-130-96-12.static.oxfr.ma.charter.com,planetlabtwo.ccs.neu.edu,40.3915,150
planetlabone.ccs.neu.edu,planetlab1.cs.uml.edu,24.7867,151
planetlabtwo.ccs.neu.edu,75-130-96-12.static.oxfr.ma.charter.com,40.3915,151
planetlabtwo.ccs.neu.edu,planetlab1.cs.uml.edu,24.7867,152
planet3.cc.gt.atl.ga.us,node2.planetlab.mathcs.emory.edu,4.22698,153
planet3.cc.gt.atl.ga.us,node2.planetlab.mathcs.emory.edu,4.22698,153
75-130-96-12.static.oxfr.ma.charter.com,planetlabone.ccs.neu.edu,40.3915,153
75-130-96-12.static.oxfr.ma.charter.com,planetlabtwo.ccs.neu.edu,40.3915,154
75-130-96-12.static.oxfr.ma.charter.com,planetlabtwo.ccs.neu.edu,40.3915,155
75-130-96-12.static.oxfr.ma.charter.com,planetlabone.ccs.neu.edu,40.3915,157
75-130-96-12.static.oxfr.ma.charter.com,planetlabone.ccs.neu.edu,40.3915,158
planetlabtwo.ccs.neu.edu,75-130-96-12.static.oxfr.ma.charter.com,40.3915,159
75-130-96-12.static.oxfr.ma.charter.com,planetlabone.ccs.neu.edu,40.3915,162
75-130-96-12.static.oxfr.ma.charter.com,planetlabtwo.ccs.neu.edu,40.3915,163
75-130-96-12.static.oxfr.ma.charter.com,planetlabone.ccs.neu.edu,40.3915,165
planet3.cc.gt.atl.ga.us,node1.planetlab.mathcs.emory.edu,4.22698,169
planet3.cc.gt.atl.ga.us,node1.planetlab.mathcs.emory.edu,4.22698,169
planetlabone.ccs.neu.edu,planetlab1.cs.uml.edu,24.7867,172
planetlabone.ccs.neu.edu,planetlab1.cs.uml.edu,24.7867,173
planetlab3.cs.uoregon.edu,planetlab01.cs.washington.edu,252.225,189
planetlab4.cs.uoregon.edu,planetlab02.cs.washington.edu,252.225,190
planetlab4.cs.uoregon.edu,planetlab01.cs.washington.edu,252.225,190
planetlab3.cs.uoregon.edu,planetlab01.cs.washington.edu,252.225,191
planetlab2.cs.uoregon.edu,planetlab01.cs.washington.edu,252.225,192
planetlab2.cs.uoregon.edu,planetlab01.cs.washington.edu,252.225,192
planetlab4.cs.uoregon.edu,planetlab02.cs.washington.edu,252.225,193
planetlab02.cs.washington.edu,planetlab2.cs.uoregon.edu,252.225,194
planetlab3.cs.uoregon.edu,planetlab01.cs.washington.edu,252.225,194
planetlab3.cs.uoregon.edu,planetlab01.cs.washington.edu,252.225,194
planetlab2.cs.uoregon.edu,planetlab02.cs.washington.edu,252.225,195
planetlab3.cs.uoregon.edu,planetlab02.cs.washington.edu,252.225,195
planetlab2.cs.uoregon.edu,planetlab02.cs.washington.edu,252.225,195
planetlab3.cs.uoregon.edu,planetlab02.cs.washington.edu,252.225,195
planetlab2.cs.uoregon.edu,planetlab01.cs.washington.edu,252.225,195
planetlab4.cs.uoregon.edu,planetlab01.cs.washington.edu,252.225,196
planetlab3.cs.uoregon.edu,planetlab02.cs.washington.edu,252.225,196
planetlab2.cs.uoregon.edu,planetlab01.cs.washington.edu,252.225,196
planetlab4.cs.uoregon.edu,planetlab01.cs.washington.edu,252.225,197
planetlab3.cs.uoregon.edu,planetlab02.cs.washington.edu,252.225,198
planetlab2.cs.uoregon.edu,planetlab02.cs.washington.edu,252.225,198
planetlab4.cs.uoregon.edu,planetlab01.cs.washington.edu,252.225,198
planetlab3.cs.uoregon.edu,planetlab02.cs.washington.edu,252.225,198
planetlab3.cs.uoregon.edu,planetlab01.cs.washington.edu,252.225,198
planetlab4.cs.uoregon.edu,planetlab02.cs.washington.edu,252.225,199
planetlab3.cs.uoregon.edu,planetlab01.cs.washington.edu,252.225,199
planetlab4.cs.uoregon.edu,planetlab02.cs.washington.edu,252.225,200
planetlab02.cs.washington.edu,planetlab4.cs.uoregon.edu,252.225,200
planetlab4.cs.uoregon.edu,planetlab02.cs.washington.edu,252.225,201
planetlab4.cs.uoregon.edu,planetlab01.cs.washington.edu,252.225,201
planetlab3.cs.uoregon.edu,planetlab02.cs.washington.edu,252.225,201
planetlab2.cs.uoregon.edu,planetlab01.cs.washington.edu,252.225,202
planetlab2.cs.uoregon.edu,planetlab01.cs.washington.edu,252.225,202
planetlab1.cnis.nyit.edu,planetlab3.eecs.umich.edu,532.051,203
planetlab02.cs.washington.edu,planetlab2.cs.uoregon.edu,252.225,204
planetlab01.cs.washington.edu,planetlab3.cs.uoregon.edu,252.225,204
planetlab2.cs.uoregon.edu,planetlab02.cs.washington.edu,252.225,204
planetlab1.temple.edu,planetlab3.cnds.jhu.edu,88.9667,204
planetlab01.cs.washington.edu,planetlab2.cs.uoregon.edu,252.225,204
planetlab01.cs.washington.edu,planetlab2.cs.uoregon.edu,252.225,204
planetlab2.cs.uoregon.edu,planetlab02.cs.washington.edu,252.225,208
planetlab01.cs.washington.edu,planetlab2.cs.uoregon.edu,252.225,209
planetlab01.cs.washington.edu,planetlab2.cs.uoregon.edu,252.225,210
planetlab1.temple.edu,planetlab3.cnds.jhu.edu,88.9667,211
planetlab01.cs.washington.edu,planetlab4.cs.uoregon.edu,252.225,211
planetlab02.cs.washington.edu,planetlab2.cs.uoregon.edu,252.225,212
planetlab01.cs.washington.edu,planetlab3.cs.uoregon.edu,252.225,212
planetlab02.cs.washington.edu,planetlab3.cs.uoregon.edu,252.225,212
planetlab02.cs.washington.edu,planetlab2.cs.uoregon.edu,252.225,213
planetlab01.cs.washington.edu,planetlab3.cs.uoregon.edu,252.225,213
planetlab02.cs.washington.edu,planetlab3.cs.uoregon.edu,252.225,213
planetlab01.cs.washington.edu,planetlab4.cs.uoregon.edu,252.225,213
planetlab2.temple.edu,planetlab3.cnds.jhu.edu,88.9667,214
planetlab01.cs.washington.edu,planetlab3.cs.uoregon.edu,252.225,214
planetlab01.cs.washington.edu,planetlab4.cs.uoregon.edu,252.225,216
planetlab01.cs.washington.edu,planetlab3.cs.uoregon.edu,252.225,217
planetlab02.cs.washington.edu,planetlab3.cs.uoregon.edu,252.225,217
planetlab02.cs.washington.edu,planetlab4.cs.uoregon.edu,252.225,219
planetlab01.cs.washington.edu,planetlab2.cs.uoregon.edu,252.225,219
planetlab02.cs.washington.edu,planetlab2.cs.uoregon.edu,252.225,221
planetlab01.cs.washington.edu,planetlab3.cs.uoregon.edu,252.225,222
planetlab2.cs.du.edu,planetlab1.cs.ucla.edu,838.534,224
planetlab02.cs.washington.edu,planetlab4.cs.uoregon.edu,252.225,225
planetlab02.cs.washington.edu,planetlab3.cs.uoregon.edu,252.225,228
pl3.cs.unm.edu,planetlab2.temple.edu,1749.1,228
planetlab02.cs.washington.edu,planetlab4.cs.uoregon.edu,252.225,229
planetlab01.cs.washington.edu,planetlab4.cs.uoregon.edu,252.225,234
planetlab2.cs.uoregon.edu,planetlab02.cs.washington.edu,252.225,236
planetlab2.unr.edu,salt.planetlab.cs.umd.edu,2271.58,237
planetlab1.temple.edu,planetlabtwo.ccs.neu.edu,270.723,244
planetlab1.temple.edu,salt.planetlab.cs.umd.edu,117.417,247
planetlab1.cs.ucla.edu,node2.planetlab.mathcs.emory.edu,1946.8,250
planetlab2.temple.edu,planetlabone.ccs.neu.edu,270.723,254
pl2.cs.unm.edu,75-130-96-12.static.oxfr.ma.charter.com,1929.31,254
planetlab1.temple.edu,planetlabone.ccs.neu.edu,270.723,255
75-130-96-12.static.oxfr.ma.charter.com,planetlab1.cs.uml.edu,36.0409,257
planetlab1.temple.edu,planetlabtwo.ccs.neu.edu,270.723,258
node1.planetlab.mathcs.emory.edu,planetlab01.cs.washington.edu,2179.38,258
planetlab1.temple.edu,planetlabone.ccs.neu.edu,270.723,258
planetlabone.ccs.neu.edu,planetlab2.temple.edu,270.723,260
planetlabone.ccs.neu.edu,planetlab1.temple.edu,270.723,262
planetlab2.temple.edu,planetlabone.ccs.neu.edu,270.723,262
planetlabone.ccs.neu.edu,planetlab2.temple.edu,270.723,264
planetlab2.unr.edu,planetlab5.csee.usf.edu,2269.85,267
planetlab2.temple.edu,planetlab3.cnds.jhu.edu,88.9667,267
75-130-96-12.static.oxfr.ma.charter.com,planetlab1.cs.uml.edu,36.0409,269
75-130-96-12.static.oxfr.ma.charter.com,planetlab1.cs.uml.edu,36.0409,270
planetlabone.ccs.neu.edu,planetlab1.temple.edu,270.723,271
planetlabone.ccs.neu.edu,planetlab2.temple.edu,270.723,272
planetlabtwo.ccs.neu.edu,planetlab1.temple.edu,270.723,272
planetlab1.cs.unc.edu,planetlab2.arizona-gigapop.net,1835.61,273
planetlab1.temple.edu,salt.planetlab.cs.umd.edu,117.417,275
planetlab02.cs.washington.edu,planet3.cc.gt.atl.ga.us,2176.62,276
planetlabone.ccs.neu.edu,planetlab2.temple.edu,270.723,276
planetlab2.arizona-gigapop.net,planetlab1.cs.unc.edu,1835.61,276
planetlab02.cs.washington.edu,planet3.cc.gt.atl.ga.us,2176.62,276
planetlab2.cs.pitt.edu,planetlab2.arizona-gigapop.net,1800.93,280
planetlabtwo.ccs.neu.edu,planetlab1.temple.edu,270.723,280
planetlabtwo.ccs.neu.edu,planetlab2.temple.edu,270.723,282
planetlab2.unr.edu,planetlab5.csee.usf.edu,2269.85,282
planetlab2.citadel.edu,planetlab3.ucsd.edu,2152.52,283
planetlabtwo.ccs.neu.edu,planetlab1.temple.edu,270.723,283
planetlab-04.vt.nodes.planet-lab.org,planetlab3.cnds.jhu.edu,253.582,284
planetlabtwo.ccs.neu.edu,planetlab2.temple.edu,270.723,285
planetlab1.cs.unc.edu,planetlab1.arizona-gigapop.net,1835.61,288
planet3.cc.gt.atl.ga.us,planetlab02.cs.washington.edu,2176.62,291
planet3.cc.gt.atl.ga.us,planetlab02.cs.washington.edu,2176.62,291
node2.planetlab.mathcs.emory.edu,planetlab02.cs.washington.edu,2179.38,293
planetlabone.ccs.neu.edu,planetlab1.temple.edu,270.723,296
planetlab1.cs.unc.edu,planetlab2.unl.edu,1010.64,296
node2.planetlab.mathcs.emory.edu,planetlab2.cs.ucla.edu,1946.8,297
planetlab4.cs.uoregon.edu,planetlab3.wail.wisc.edu,1675.66,299
planetlab2.cs.uoregon.edu,planetlab3.wail.wisc.edu,1675.66,301
node2.planetlab.mathcs.emory.edu,planetlab01.cs.washington.edu,2179.38,301
planetlab2.temple.edu,planetlabtwo.ccs.neu.edu,270.723,303
planetlab1.unr.edu,salt.planetlab.cs.umd.edu,2271.58,303
planetlabtwo.ccs.neu.edu,planetlab02.cs.washington.edu,2485.17,303
planetlab3.cs.uoregon.edu,planetlab3.wail.wisc.edu,1675.66,305
planetlab-04.vt.nodes.planet-lab.org,planetlab1.arizona-gigapop.net,1759.98,306
planetlab1.unr.edu,salt.planetlab.cs.umd.edu,2271.58,306
planetlab01.cs.washington.edu,node1.planetlab.mathcs.emory.edu,2179.38,307
node2.planetlab.mathcs.emory.edu,planetlab1.cnis.nyit.edu,762.242,309
planet3.cc.gt.atl.ga.us,planetlab02.cs.washington.edu,2176.62,309
planet3.cc.gt.atl.ga.us,planetlab02.cs.washington.edu,2176.62,309
planetlab2.uta.edu,planetlab4.cs.uoregon.edu,1598.03,310
pl3.cs.unm.edu,planetlab1.temple.edu,1749.1,310
pl1.cs.montana.edu,planetlab1.cs.du.edu,516.104,311
planetlab4.cs.uoregon.edu,planetlab3.wail.wisc.edu,1675.66,311
planetlab2.cs.ucla.edu,node2.planetlab.mathcs.emory.edu,1946.8,312
planet3.cc.gt.atl.ga.us,planetlab2.cs.unc.edu,337.891,312
planet3.cc.gt.atl.ga.us,planetlab2.cs.unc.edu,337.891,312
planetlab3.cs.uoregon.edu,planetlab3.wail.wisc.edu,1675.66,312
planetlabone.ccs.neu.edu,planetlab2.arizona-gigapop.net,2279.57,313
planetlab2.cs.ucla.edu,node1.planetlab.mathcs.emory.edu,1946.8,314
pl1.cs.montana.edu,planetlab3.ucsd.edu,942.925,314
planetlab1.arizona-gigapop.net,planetlab2.temple.edu,2053.47,314
pl1.cs.montana.edu,planetlab1.ucsd.edu,942.925,318
planetlab1.cs.ucla.edu,node2.planetlab.mathcs.emory.edu,1946.8,318
planetlab2.citadel.edu,planetlab1.ucsd.edu,2152.52,318
planetlab1.unr.edu,salt.planetlab.cs.umd.edu,2271.58,318
pl3.cs.unm.edu,node1.planetlab.mathcs.emory.edu,1272.71,318
planetlab2.unr.edu,salt.planetlab.cs.umd.edu,2271.58,319
pl1.cs.montana.edu,planetlab1.ucsd.edu,942.925,319
planetlabtwo.ccs.neu.edu,planetlab2.temple.edu,270.723,319
planetlab-04.vt.nodes.planet-lab.org,salt.planetlab.cs.umd.edu,225.227,320
planetlabone.ccs.neu.edu,planetlab1.unr.edu,2518.17,321
planetlabtwo.ccs.neu.edu,planetlab2.arizona-gigapop.net,2279.57,322
planetlab2.unr.edu,planetlab1.temple.edu,2346.81,322
planetlab1.temple.edu,planetlab3.cnds.jhu.edu,88.9667,325
planetlabone.ccs.neu.edu,planetlab1.unr.edu,2518.17,325
planetlab1.cs.okstate.edu,planetlab2.unl.edu,323.96,326
